"","date","team1","team1_score","team2","team2_score","map","event","winner","win_margin"
"449","12/9/19","Sprout","17","forZe","19","Inferno","ECS Season 8 Europe Pinnacle Cup","forZe",2
"450","12/9/19","Sprout","16","forZe","13","Dust2","ECS Season 8 Europe Pinnacle Cup","Sprout",3
"451","12/9/19","forZe","16","Sprout","14","Train","ECS Season 8 Europe Pinnacle Cup","forZe",2
"452","12/9/19","BIG","16","GamerLegion","8","Train","ECS Season 8 Europe Pinnacle Cup","GamerLegion",8
"453","12/9/19","GamerLegion","9","BIG","16","Inferno","ECS Season 8 Europe Pinnacle Cup","GamerLegion",7
"454","12/9/19","mousesports","16","CR4ZY","8","Train","DreamHack Masters Malmö 2019 Europe Closed Qualifier","CR4ZY",8
"455","12/9/19","CR4ZY","5","mousesports","16","Overpass","DreamHack Masters Malmö 2019 Europe Closed Qualifier","CR4ZY",11
"456","12/9/19","mousesports","10","CR4ZY","16","Dust2","DreamHack Masters Malmö 2019 Europe Closed Qualifier","CR4ZY",6
"457","11/9/19","Heretics","15","Sprout","19","Inferno","ECS Season 8 Europe Pinnacle Cup","Sprout",4
"458","11/9/19","Sprout","16","Heretics","1","Nuke","ECS Season 8 Europe Pinnacle Cup","Sprout",15
"459","11/9/19","Heroic","16","Windigo","9","Nuke","ECS Season 8 Europe Pinnacle Cup","Windigo",7
"460","11/9/19","Heroic","16","Windigo","11","Inferno","ECS Season 8 Europe Pinnacle Cup","Heroic",5
"461","11/9/19","GamerLegion","15","mousesports","19","Train","DreamHack Masters Malmö 2019 Europe Closed Qualifier","mousesports",4
"462","11/9/19","mousesports","16","GamerLegion","9","Mirage","DreamHack Masters Malmö 2019 Europe Closed Qualifier","GamerLegion",7
"463","11/9/19","Heroic","16","Spirit","5","Mirage","DreamHack Masters Malmö 2019 Europe Closed Qualifier","Spirit",11
"464","11/9/19","Spirit","13","Heroic","16","Overpass","DreamHack Masters Malmö 2019 Europe Closed Qualifier","Heroic",3
"465","11/9/19","Heroic","10","Spirit","16","Dust2","DreamHack Masters Malmö 2019 Europe Closed Qualifier","Spirit",6
"466","11/9/19","GamerLegion","16","Tricked","9","Train","DreamHack Masters Malmö 2019 Europe Closed Qualifier","Tricked",7
"467","11/9/19","Tricked","12","GamerLegion","16","Dust2","DreamHack Masters Malmö 2019 Europe Closed Qualifier","GamerLegion",4
"468","10/9/19","Illuminar","15","forZe","19","Nuke","ESEA MDL Season 32 Europe","forZe",4
"469","9/9/19","Illuminar","13","Heretics","16","Nuke","ESEA MDL Season 32 Europe","Heretics",3
"470","9/9/19","AGO","3","HAVU","16","Nuke","LOOT.BET Season 4","AGO",13
"471","9/9/19","HAVU","16","AGO","12","Inferno","LOOT.BET Season 4","HAVU",4
"472","9/9/19","HAVU","11","AGO","16","Dust2","LOOT.BET Season 4","AGO",5
"473","8/9/19","Astralis","16","AVANGAR","5","Dust2","StarLadder Major Berlin 2019","AVANGAR",11
"474","8/9/19","AVANGAR","6","Astralis","16","Inferno","StarLadder Major Berlin 2019","AVANGAR",10
"475","8/9/19","Tricked","16","GamerLegion","5","Mirage","V4 Future Sports Festival 2019 Europe Qualifier","GamerLegion",11
"476","8/9/19","Tricked","16","GamerLegion","8","Overpass","V4 Future Sports Festival 2019 Europe Qualifier","GamerLegion",8
"477","8/9/19","GamerLegion","16","Tricked","9","Inferno","V4 Future Sports Festival 2019 Europe Qualifier","Tricked",7
"478","8/9/19","GamerLegion","16","Tricked","19","Train","V4 Future Sports Festival 2019 Europe Qualifier","Tricked",3
"479","8/9/19","Heretics","10","Tricked","16","Overpass","V4 Future Sports Festival 2019 Europe Qualifier","Tricked",6
"480","8/9/19","Heretics","11","Tricked","16","Dust2","V4 Future Sports Festival 2019 Europe Qualifier","Tricked",5
"481","7/9/19","GamerLegion","16","Movistar Riders","11","Inferno","V4 Future Sports Festival 2019 Europe Qualifier","GamerLegion",5
"482","7/9/19","GamerLegion","16","Movistar Riders","8","Train","V4 Future Sports Festival 2019 Europe Qualifier","Movistar Riders",8
"483","7/9/19","Movistar Riders","16","GamerLegion","11","Overpass","V4 Future Sports Festival 2019 Europe Qualifier","Movistar Riders",5
"484","7/9/19","NRG","9","Astralis","16","Overpass","StarLadder Major Berlin 2019","NRG",7
"485","7/9/19","Astralis","16","NRG","10","Train","StarLadder Major Berlin 2019","Astralis",6
"486","7/9/19","Renegades","6","AVANGAR","16","Dust2","StarLadder Major Berlin 2019","Renegades",10
"487","7/9/19","AVANGAR","22","Renegades","19","Mirage","StarLadder Major Berlin 2019","AVANGAR",3
"488","6/9/19","Astralis","16","Liquid","13","Overpass","StarLadder Major Berlin 2019","Astralis",3
"489","6/9/19","Liquid","8","Astralis","16","Vertigo","StarLadder Major Berlin 2019","Liquid",8
"490","6/9/19","NRG","19","Natus Vincere","17","Mirage","StarLadder Major Berlin 2019","NRG",2
"491","6/9/19","Natus Vincere","12","NRG","16","Dust2","StarLadder Major Berlin 2019","NRG",4
"492","5/9/19","Vitality","10","AVANGAR","16","Dust2","StarLadder Major Berlin 2019","AVANGAR",6
"493","5/9/19","Vitality","16","AVANGAR","11","Inferno","StarLadder Major Berlin 2019","Vitality",5
"494","5/9/19","AVANGAR","16","Vitality","9","Mirage","StarLadder Major Berlin 2019","Vitality",7
"495","5/9/19","Renegades","16","ENCE","12","Nuke","StarLadder Major Berlin 2019","Renegades",4
"496","5/9/19","ENCE","5","Renegades","16","Mirage","StarLadder Major Berlin 2019","ENCE",11
"497","4/9/19","Movistar Riders","15","Heretics","19","Overpass","LOOT.BET Season 4","Heretics",4
"498","4/9/19","Heretics","16","Movistar Riders","12","Nuke","LOOT.BET Season 4","Heretics",4
"499","1/9/19","Natus Vincere","16","CR4ZY","4","Nuke","StarLadder Major Berlin 2019","CR4ZY",12
"500","1/9/19","CR4ZY","12","Natus Vincere","16","Inferno","StarLadder Major Berlin 2019","Natus Vincere",4
"501","1/9/19","Natus Vincere","11","CR4ZY","16","Mirage","StarLadder Major Berlin 2019","CR4ZY",5
"502","1/9/19","mousesports","20","Liquid","22","Dust2","StarLadder Major Berlin 2019","Liquid",2
"503","1/9/19","mousesports","17","Liquid","19","Mirage","StarLadder Major Berlin 2019","Liquid",2
"504","1/9/19","G2","9","Renegades","16","Inferno","StarLadder Major Berlin 2019","G2",7
"505","1/9/19","Renegades","11","G2","16","Dust2","StarLadder Major Berlin 2019","G2",5
"506","1/9/19","Renegades","16","G2","11","Vertigo","StarLadder Major Berlin 2019","Renegades",5
"507","31/8/19","North","6","Liquid","16","Dust2","StarLadder Major Berlin 2019","North",10
"508","31/8/19","North","12","Liquid","16","Mirage","StarLadder Major Berlin 2019","Liquid",4
"509","31/8/19","CR4ZY","5","Astralis","16","Vertigo","StarLadder Major Berlin 2019","CR4ZY",11
"510","31/8/19","CR4ZY","31","Astralis","29","Dust2","StarLadder Major Berlin 2019","CR4ZY",2
"511","31/8/19","CR4ZY","11","Astralis","16","Inferno","StarLadder Major Berlin 2019","Astralis",5
"512","31/8/19","mousesports","10","Vitality","16","Mirage","StarLadder Major Berlin 2019","Vitality",6
"513","31/8/19","Vitality","16","mousesports","5","Vertigo","StarLadder Major Berlin 2019","mousesports",11
"514","31/8/19","FaZe","14","Renegades","16","Vertigo","StarLadder Major Berlin 2019","Renegades",2
"515","31/8/19","Renegades","3","FaZe","16","Nuke","StarLadder Major Berlin 2019","Renegades",13
"516","31/8/19","FaZe","19","Renegades","22","Mirage","StarLadder Major Berlin 2019","Renegades",3
"517","31/8/19","MIBR","4","Natus Vincere","16","Inferno","StarLadder Major Berlin 2019","MIBR",12
"518","31/8/19","Natus Vincere","16","MIBR","11","Mirage","StarLadder Major Berlin 2019","Natus Vincere",5
"519","31/8/19","AVANGAR","16","G2","9","Overpass","StarLadder Major Berlin 2019","G2",7
"520","31/8/19","G2","11","AVANGAR","16","Inferno","StarLadder Major Berlin 2019","AVANGAR",5
"521","31/8/19","G2","16","AVANGAR","9","Dust2","StarLadder Major Berlin 2019","AVANGAR",7
"522","30/8/19","North","16","NiP","4","Dust2","StarLadder Major Berlin 2019","NiP",12
"523","30/8/19","NiP","8","North","16","Train","StarLadder Major Berlin 2019","NiP",8
"524","30/8/19","NRG","16","Astralis","4","Nuke","StarLadder Major Berlin 2019","Astralis",12
"525","30/8/19","Astralis","28","NRG","31","Train","StarLadder Major Berlin 2019","NRG",3
"526","30/8/19","ENCE","16","Vitality","7","Dust2","StarLadder Major Berlin 2019","Vitality",9
"527","30/8/19","Vitality","10","ENCE","16","Nuke","StarLadder Major Berlin 2019","ENCE",6
"528","30/8/19","FaZe","9","CR4ZY","16","Mirage","StarLadder Major Berlin 2019","FaZe",7
"529","30/8/19","MIBR","4","G2","16","Inferno","StarLadder Major Berlin 2019","MIBR",12
"530","30/8/19","AVANGAR","22","Liquid","18","Overpass","StarLadder Major Berlin 2019","AVANGAR",4
"531","30/8/19","Natus Vincere","17","mousesports","19","Nuke","StarLadder Major Berlin 2019","mousesports",2
"532","29/8/19","Astralis","16","G2","7","Nuke","StarLadder Major Berlin 2019","G2",9
"533","29/8/19","MIBR","8","ENCE","16","Inferno","StarLadder Major Berlin 2019","MIBR",8
"534","29/8/19","Vitality","16","FaZe","7","Dust2","StarLadder Major Berlin 2019","FaZe",9
"535","29/8/19","Liquid","9","NRG","16","Dust2","StarLadder Major Berlin 2019","Liquid",7
"536","29/8/19","North","13","mousesports","16","Inferno","StarLadder Major Berlin 2019","mousesports",3
"537","29/8/19","NiP","10","CR4ZY","16","Train","StarLadder Major Berlin 2019","CR4ZY",6
"538","29/8/19","Renegades","13","AVANGAR","16","Vertigo","StarLadder Major Berlin 2019","AVANGAR",3
"539","28/8/19","MIBR","16","NiP","12","Dust2","StarLadder Major Berlin 2019","MIBR",4
"540","28/8/19","Natus Vincere","17","G2","19","Overpass","StarLadder Major Berlin 2019","G2",2
"541","28/8/19","FaZe","16","mousesports","8","Mirage","StarLadder Major Berlin 2019","mousesports",8
"542","28/8/19","Vitality","16","North","9","Inferno","StarLadder Major Berlin 2019","North",7
"543","28/8/19","CR4ZY","9","Liquid","16","Mirage","StarLadder Major Berlin 2019","CR4ZY",7
"544","28/8/19","NRG","16","Renegades","14","Dust2","StarLadder Major Berlin 2019","NRG",2
"545","28/8/19","ENCE","16","AVANGAR","5","Overpass","StarLadder Major Berlin 2019","AVANGAR",11
"546","25/8/19","HellRaisers","11","Vitality","16","Mirage","StarLadder Major 2019 Main Qualifier","Vitality",5
"547","25/8/19","Vitality","16","HellRaisers","8","Inferno","StarLadder Major 2019 Main Qualifier","HellRaisers",8
"548","25/8/19","Chaos","16","Illuminar","7","Mirage","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4","Illuminar",9
"549","25/8/19","Chaos","9","Illuminar","16","Nuke","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4","Chaos",7
"550","25/8/19","Illuminar","9","Chaos","16","Overpass","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4","Illuminar",7
"551","25/8/19","NRG","16","AVANGAR","4","Dust2","StarLadder Major 2019 Main Qualifier","AVANGAR",12
"552","25/8/19","AVANGAR","8","NRG","16","Train","StarLadder Major 2019 Main Qualifier","AVANGAR",8
"553","25/8/19","G2","16","forZe","12","Inferno","StarLadder Major 2019 Main Qualifier","G2",4
"554","25/8/19","forZe","25","G2","28","Dust2","StarLadder Major 2019 Main Qualifier","G2",3
"555","24/8/19","North","19","CR4ZY","15","Train","StarLadder Major 2019 Main Qualifier","North",4
"556","24/8/19","CR4ZY","26","North","28","Inferno","StarLadder Major 2019 Main Qualifier","North",2
"557","24/8/19","North","8","CR4ZY","16","Mirage","StarLadder Major 2019 Main Qualifier","North",8
"558","24/8/19","mousesports","16","G2","7","Vertigo","StarLadder Major 2019 Main Qualifier","G2",9
"559","24/8/19","mousesports","16","G2","13","Dust2","StarLadder Major 2019 Main Qualifier","mousesports",3
"560","24/8/19","G2","16","mousesports","5","Train","StarLadder Major 2019 Main Qualifier","mousesports",11
"561","24/8/19","TYLOO","2","Complexity","16","Vertigo","StarLadder Major 2019 Main Qualifier","TYLOO",14
"562","24/8/19","Complexity","22","TYLOO","20","Overpass","StarLadder Major 2019 Main Qualifier","Complexity",2
"563","24/8/19","FURIA","10","forZe","16","Nuke","StarLadder Major 2019 Main Qualifier","forZe",6
"564","24/8/19","HellRaisers","8","AVANGAR","16","Dust2","StarLadder Major 2019 Main Qualifier","HellRaisers",8
"565","23/8/19","FURIA","11","CR4ZY","16","Train","StarLadder Major 2019 Main Qualifier","CR4ZY",5
"566","23/8/19","Complexity","5","HellRaisers","16","Inferno","StarLadder Major 2019 Main Qualifier","Complexity",11
"567","23/8/19","AVANGAR","17","mousesports","19","Inferno","StarLadder Major 2019 Main Qualifier","mousesports",2
"568","23/8/19","Vitality","16","INTZ","9","Mirage","StarLadder Major 2019 Main Qualifier","INTZ",7
"569","23/8/19","TYLOO","7","NRG","16","Train","StarLadder Major 2019 Main Qualifier","TYLOO",9
"570","23/8/19","Complexity","13","AVANGAR","16","Inferno","StarLadder Major 2019 Main Qualifier","AVANGAR",3
"571","23/8/19","mousesports","16","forZe","6","Inferno","StarLadder Major 2019 Main Qualifier","forZe",10
"572","23/8/19","FURIA","16","HellRaisers","6","Inferno","StarLadder Major 2019 Main Qualifier","HellRaisers",10
"573","23/8/19","North","16","INTZ","5","Train","StarLadder Major 2019 Main Qualifier","INTZ",11
"574","23/8/19","TYLOO","10","G2","16","Overpass","StarLadder Major 2019 Main Qualifier","G2",6
"575","22/8/19","Tricked","19","Illuminar","16","Mirage","UCC Summer Smash","Tricked",3
"576","22/8/19","Illuminar","16","Tricked","9","Inferno","UCC Summer Smash","Tricked",7
"577","22/8/19","Illuminar","20","Tricked","22","Overpass","UCC Summer Smash","Tricked",2
"578","22/8/19","HAVU","16","Heretics","10","Nuke","LOOT.BET Season 3","HAVU",6
"579","22/8/19","Heretics","22","HAVU","20","Inferno","LOOT.BET Season 3","Heretics",2
"580","22/8/19","Heretics","10","HAVU","16","Dust2","LOOT.BET Season 3","HAVU",6
"581","21/8/19","HAVU","16","Illuminar","4","Nuke","LOOT.BET Season 3","Illuminar",12
"582","21/8/19","Illuminar","8","HAVU","16","Train","LOOT.BET Season 3","Illuminar",8
"583","21/8/19","HAVU","9","Illuminar","16","Overpass","LOOT.BET Season 3","HAVU",7
"584","18/8/19","Heretics","11","NiP","16","Dust2","ESL Pro League Season 9 Europe Relegation","NiP",5
"585","18/8/19","NiP","12","Heretics","16","Inferno","ESL Pro League Season 9 Europe Relegation","Heretics",4
"586","18/8/19","Heretics","10","NiP","16","Nuke","ESL Pro League Season 9 Europe Relegation","NiP",6
"587","18/8/19","Spirit","7","NiP","16","Overpass","ESL Pro League Season 9 Europe Relegation","Spirit",9
"588","18/8/19","NiP","16","Spirit","12","Inferno","ESL Pro League Season 9 Europe Relegation","NiP",4
"589","17/8/19","INTZ","13","Envy","16","Dust2","ESL Pro League Season 9 North America Relegation","Envy",3
"590","17/8/19","Envy","14","INTZ","16","Mirage","ESL Pro League Season 9 North America Relegation","INTZ",2
"591","17/8/19","INTZ","14","Envy","16","Nuke","ESL Pro League Season 9 North America Relegation","Envy",2
"592","17/8/19","Sprout","16","Heretics","10","Inferno","ESL Pro League Season 9 Europe Relegation","Sprout",6
"593","17/8/19","Heretics","6","Sprout","16","Dust2","ESL Pro League Season 9 Europe Relegation","Heretics",10
"594","17/8/19","Heretics","16","Spirit","5","Nuke","ESL Pro League Season 9 Europe Relegation","Spirit",11
"595","17/8/19","Heretics","16","Spirit","11","Dust2","ESL Pro League Season 9 Europe Relegation","Heretics",5
"596","17/8/19","Heretics","13","Spirit","16","Train","ESL Pro League Season 9 Europe Relegation","Spirit",3
"597","17/8/19","Sprout","16","NiP","6","Train","ESL Pro League Season 9 Europe Relegation","NiP",10
"598","17/8/19","NiP","20","Sprout","22","Mirage","ESL Pro League Season 9 Europe Relegation","Sprout",2
"599","16/8/19","Windigo","16","Heretics","12","Dust2","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",4
"600","16/8/19","Heretics","13","Windigo","16","Train","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",3
"601","16/8/19","Windigo","16","Heretics","3","Inferno","ESL Pro League Season 9 Europe Pre-Relegation","Heretics",13
"602","16/8/19","NiP","7","Windigo","16","Dust2","ESL Pro League Season 9 Europe Pre-Relegation","NiP",9
"603","16/8/19","Windigo","7","NiP","16","Nuke","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",9
"604","16/8/19","NiP","14","Windigo","16","Overpass","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",2
"605","15/8/19","INTZ","19","Envy","16","Nuke","ESL Pro League Season 9 North America Pre-Relegation","INTZ",3
"606","15/8/19","INTZ","16","Envy","12","Dust2","ESL Pro League Season 9 North America Pre-Relegation","INTZ",4
"607","15/8/19","Heretics","16","NiP","12","Dust2","ESL Pro League Season 9 Europe Pre-Relegation","Heretics",4
"608","15/8/19","Heretics","6","NiP","16","Overpass","ESL Pro League Season 9 Europe Pre-Relegation","Heretics",10
"609","15/8/19","NiP","14","Heretics","16","Inferno","ESL Pro League Season 9 Europe Pre-Relegation","Heretics",2
"610","15/8/19","Windigo","8","Heretics","16","Inferno","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",8
"611","15/8/19","Heretics","16","Windigo","8","Dust2","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",8
"612","15/8/19","Windigo","16","Heretics","10","Nuke","ESL Pro League Season 9 Europe Pre-Relegation","Windigo",6
"613","11/8/19","AVANGAR","16","Winstrike","8","Dust2","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Winstrike",8
"614","11/8/19","AVANGAR","16","Winstrike","14","Train","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","AVANGAR",2
"615","11/8/19","Nemiga","11","AVANGAR","16","Overpass","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","AVANGAR",5
"616","11/8/19","Nemiga","6","AVANGAR","16","Inferno","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Nemiga",10
"617","11/8/19","Winstrike","14","forZe","16","Dust2","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","forZe",2
"618","11/8/19","Winstrike","13","forZe","16","Nuke","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","forZe",3
"619","11/8/19","Nemiga","16","Spirit","7","Dust2","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Spirit",9
"620","11/8/19","Nemiga","17","Spirit","19","Inferno","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Spirit",2
"621","11/8/19","Spirit","9","Nemiga","16","Nuke","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Spirit",7
"622","11/8/19","forZe","16","Nemiga","13","Dust2","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","forZe",3
"623","11/8/19","forZe","11","Nemiga","16","Mirage","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Nemiga",5
"624","11/8/19","forZe","16","Nemiga","11","Inferno","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","forZe",5
"625","11/8/19","Winstrike","16","AVANGAR","11","Dust2","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Winstrike",5
"626","11/8/19","AVANGAR","14","Winstrike","16","Mirage","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Winstrike",2
"627","10/8/19","Winstrike","16","Spirit","8","Overpass","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Spirit",8
"628","10/8/19","Winstrike","16","Spirit","14","Nuke","BLAST Pro Series Moscow 2019 CIS Closed Qualifier","Winstrike",2
"629","9/8/19","HAVU","31","Illuminar","29","Vertigo","LOOT.BET Season 3","HAVU",2
"630","9/8/19","Illuminar","13","HAVU","16","Train","LOOT.BET Season 3","HAVU",3
"631","7/8/19","OpTic","16","forZe","3","Overpass","GG.BET New York Invitational - ESL One New York 2019 Qualifier","forZe",13
"632","7/8/19","forZe","13","OpTic","16","Mirage","GG.BET New York Invitational - ESL One New York 2019 Qualifier","OpTic",3
"633","7/8/19","forZe","19","OpTic","16","Nuke","GG.BET New York Invitational - ESL One New York 2019 Qualifier","forZe",3
"634","7/8/19","OpTic","19","BIG","15","Dust2","GG.BET New York Invitational - ESL One New York 2019 Qualifier","OpTic",4
"635","7/8/19","BIG","8","OpTic","16","Vertigo","GG.BET New York Invitational - ESL One New York 2019 Qualifier","BIG",8
"636","7/8/19","Winstrike","6","forZe","16","Overpass","GG.BET New York Invitational - ESL One New York 2019 Qualifier","Winstrike",10
"637","7/8/19","forZe","16","Winstrike","14","Nuke","GG.BET New York Invitational - ESL One New York 2019 Qualifier","forZe",2
"638","6/8/19","AVANGAR","12","BIG","16","Dust2","GG.BET New York Invitational - ESL One New York 2019 Qualifier","BIG",4
"639","6/8/19","BIG","16","AVANGAR","7","Mirage","GG.BET New York Invitational - ESL One New York 2019 Qualifier","AVANGAR",9
"640","6/8/19","Winstrike","16","Heretics","9","Nuke","LOOT.BET Season 3","Heretics",7
"641","6/8/19","Winstrike","16","Heretics","9","Vertigo","LOOT.BET Season 3","Heretics",7
"642","5/8/19","HellRaisers","11","BIG","16","Inferno","GG.BET New York Invitational - ESL One New York 2019 Qualifier","BIG",5
"643","5/8/19","HellRaisers","16","BIG","11","Overpass","GG.BET New York Invitational - ESL One New York 2019 Qualifier","HellRaisers",5
"644","5/8/19","BIG","16","HellRaisers","11","Dust2","GG.BET New York Invitational - ESL One New York 2019 Qualifier","BIG",5
"645","4/8/19","Winstrike","12","OpTic","16","Vertigo","GG.BET New York Invitational - ESL One New York 2019 Qualifier","OpTic",4
"646","4/8/19","OpTic","16","Winstrike","13","Train","GG.BET New York Invitational - ESL One New York 2019 Qualifier","OpTic",3
"647","4/8/19","Sprout","15","Winstrike","19","Dust2","GG.BET New York Invitational - ESL One New York 2019 Qualifier","Winstrike",4
"648","3/8/19","forZe","19","AVANGAR","15","Mirage","GG.BET New York Invitational - ESL One New York 2019 Qualifier","forZe",4
"649","3/8/19","AVANGAR","9","forZe","16","Inferno","GG.BET New York Invitational - ESL One New York 2019 Qualifier","AVANGAR",7
"650","3/8/19","HellRaisers","8","forZe","16","Inferno","GG.BET New York Invitational - ESL One New York 2019 Qualifier","HellRaisers",8
"651","3/8/19","BIG","9","AVANGAR","16","Inferno","GG.BET New York Invitational - ESL One New York 2019 Qualifier","BIG",7
"652","31/7/19","pro100","6","AVANGAR","16","Overpass","CIS Esports Pro Championship","pro100",10
"653","28/7/19","Movistar Riders","10","Sprout","16","Inferno","Games Clash Masters 2019 Europe Qualifier","Sprout",6
"654","28/7/19","Movistar Riders","9","Sprout","16","Nuke","Games Clash Masters 2019 Europe Qualifier","Movistar Riders",7
"655","28/7/19","Sprout","9","Movistar Riders","16","Train","Games Clash Masters 2019 Europe Qualifier","Sprout",7
"656","28/7/19","Sprout","16","Tricked","3","Mirage","Games Clash Masters 2019 Europe Qualifier","Tricked",13
"657","28/7/19","Tricked","8","Sprout","16","Nuke","Games Clash Masters 2019 Europe Qualifier","Tricked",8
"658","28/7/19","Tricked","16","Sprout","11","Inferno","Games Clash Masters 2019 Europe Qualifier","Tricked",5
"659","26/7/19","forZe","19","Spirit","16","Overpass","CIS Minor - StarLadder Major 2019","forZe",3
"660","26/7/19","Spirit","12","forZe","16","Inferno","CIS Minor - StarLadder Major 2019","forZe",4
"661","26/7/19","AVANGAR","10","FURIA","16","Overpass","EMF CS:GO World Invitational 2019","FURIA",6
"662","26/7/19","FURIA","16","AVANGAR","9","Mirage","EMF CS:GO World Invitational 2019","AVANGAR",7
"663","26/7/19","AVANGAR","11","FURIA","16","Vertigo","EMF CS:GO World Invitational 2019","FURIA",5
"664","26/7/19","AVANGAR","16","FURIA","6","Inferno","EMF CS:GO World Invitational 2019","FURIA",10
"665","26/7/19","Movistar Riders","16","Sprout","8","Train","Games Clash Masters 2019 Europe Qualifier","Sprout",8
"666","25/7/19","Spirit","16","Nemiga","10","Mirage","CIS Minor - StarLadder Major 2019","Spirit",6
"667","25/7/19","Nemiga","11","Spirit","16","Nuke","CIS Minor - StarLadder Major 2019","Spirit",5
"668","21/7/19","ENCE","14","Liquid","16","Inferno","IEM Chicago 2019","Liquid",2
"669","21/7/19","Liquid","16","ENCE","3","Nuke","IEM Chicago 2019","ENCE",13
"670","21/7/19","ENCE","2","Liquid","16","Overpass","IEM Chicago 2019","ENCE",14
"671","21/7/19","CR4ZY","16","North","6","Dust2","Europe Minor - StarLadder Major 2019","North",10
"672","21/7/19","North","7","CR4ZY","16","Mirage","Europe Minor - StarLadder Major 2019","North",9
"673","21/7/19","FURIA","16","INTZ","6","Mirage","Americas Minor - StarLadder Major 2019","INTZ",10
"674","21/7/19","INTZ","16","FURIA","14","Nuke","Americas Minor - StarLadder Major 2019","INTZ",2
"675","21/7/19","FURIA","16","INTZ","5","Train","Americas Minor - StarLadder Major 2019","INTZ",11
"676","20/7/19","Vitality","9","Liquid","16","Overpass","IEM Chicago 2019","Vitality",7
"677","20/7/19","Vitality","11","Liquid","16","Dust2","IEM Chicago 2019","Liquid",5
"678","20/7/19","ENCE","16","MIBR","7","Dust2","IEM Chicago 2019","MIBR",9
"679","20/7/19","MIBR","5","ENCE","16","Train","IEM Chicago 2019","MIBR",11
"680","20/7/19","ENCE","9","MIBR","16","Mirage","IEM Chicago 2019","ENCE",7
"681","20/7/19","Nemiga","4","Tricked","16","Nuke","ESEA MDL Season 31 Europe Relegation","Nemiga",12
"682","20/7/19","Tricked","16","Nemiga","7","Inferno","ESEA MDL Season 31 Europe Relegation","Nemiga",9
"683","20/7/19","North","7","mousesports","16","Mirage","Europe Minor - StarLadder Major 2019","North",9
"684","20/7/19","mousesports","16","North","11","Inferno","Europe Minor - StarLadder Major 2019","mousesports",5
"685","20/7/19","fnatic","13","CR4ZY","16","Dust2","Europe Minor - StarLadder Major 2019","CR4ZY",3
"686","20/7/19","CR4ZY","16","fnatic","13","Train","Europe Minor - StarLadder Major 2019","CR4ZY",3
"687","20/7/19","NRG","16","INTZ","3","Mirage","Americas Minor - StarLadder Major 2019","INTZ",13
"688","20/7/19","INTZ","10","NRG","16","Train","Americas Minor - StarLadder Major 2019","NRG",6
"689","19/7/19","Heroic","9","Vitality","16","Overpass","IEM Chicago 2019","Heroic",7
"690","19/7/19","Heroic","16","Vitality","12","Dust2","IEM Chicago 2019","Heroic",4
"691","19/7/19","Vitality","16","Heroic","7","Mirage","IEM Chicago 2019","Heroic",9
"692","19/7/19","G2","6","MIBR","16","Train","IEM Chicago 2019","G2",10
"693","19/7/19","MIBR","12","G2","16","Dust2","IEM Chicago 2019","G2",4
"694","19/7/19","G2","11","MIBR","16","Inferno","IEM Chicago 2019","MIBR",5
"695","19/7/19","Nemiga","16","HAVU","12","Nuke","ESEA MDL Season 31 Europe Relegation","Nemiga",4
"696","19/7/19","HAVU","14","Nemiga","16","Vertigo","ESEA MDL Season 31 Europe Relegation","Nemiga",2
"697","19/7/19","mousesports","16","fnatic","8","Inferno","Europe Minor - StarLadder Major 2019","fnatic",8
"698","19/7/19","mousesports","16","fnatic","13","Dust2","Europe Minor - StarLadder Major 2019","mousesports",3
"699","19/7/19","Heroic","14","ENCE","16","Nuke","IEM Chicago 2019","ENCE",2
"700","19/7/19","ENCE","16","Heroic","12","Overpass","IEM Chicago 2019","ENCE",4
"701","19/7/19","Vitality","16","Renegades","7","Dust2","IEM Chicago 2019","Renegades",9
"702","19/7/19","Vitality","16","Renegades","12","Mirage","IEM Chicago 2019","Vitality",4
"703","19/7/19","North","16","CR4ZY","9","Train","Europe Minor - StarLadder Major 2019","CR4ZY",7
"704","19/7/19","CR4ZY","12","North","16","Inferno","Europe Minor - StarLadder Major 2019","North",4
