"","date","team1","team1_score","team2","team2_score","map","event","winner","win_margin"
"2205","5/3/19","Heroic","14","Windigo","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Windigo",2
"2206","5/3/19","x-kom","9","Valiance","16","Mirage","ECS Season 7 Europe Pinnacle Cup","x-kom",7
"2207","5/3/19","Valiance","16","x-kom","7","Train","ECS Season 7 Europe Pinnacle Cup","x-kom",9
"2208","5/3/19","Vitality","16","Chaos","12","Cache","ECS Season 7 Europe Pinnacle Cup","Vitality",4
"2209","5/3/19","Chaos","16","Vitality","9","Mirage","ECS Season 7 Europe Pinnacle Cup","Vitality",7
"2210","5/3/19","Chaos","17","Vitality","19","Dust2","ECS Season 7 Europe Pinnacle Cup","Vitality",2
"2211","5/3/19","Movistar Riders","16","Winstrike","13","Cache","ECS Season 7 Europe Pinnacle Cup","Movistar Riders",3
"2212","5/3/19","Movistar Riders","14","Winstrike","16","Train","ECS Season 7 Europe Pinnacle Cup","Winstrike",2
"2213","5/3/19","Movistar Riders","19","Winstrike","17","Nuke","ECS Season 7 Europe Pinnacle Cup","Movistar Riders",2
"2214","5/3/19","AVANGAR","16","Epsilon","5","Train","ECS Season 7 Europe Pinnacle Cup","Epsilon",11
"2215","5/3/19","AVANGAR","16","Epsilon","10","Cache","ECS Season 7 Europe Pinnacle Cup","AVANGAR",6
"2216","5/3/19","Spirit","5","Sprout","16","Dust2","ECS Season 7 Europe Pinnacle Cup","Spirit",11
"2217","5/3/19","Sprout","12","Spirit","16","Mirage","ECS Season 7 Europe Pinnacle Cup","Spirit",4
"2218","5/3/19","Sprout","16","Spirit","4","Nuke","ECS Season 7 Europe Pinnacle Cup","Spirit",12
"2219","5/3/19","AGO","16","Nemiga","13","Inferno","ECS Season 7 Europe Pinnacle Cup","AGO",3
"2220","5/3/19","AGO","16","Nemiga","8","Overpass","ECS Season 7 Europe Pinnacle Cup","Nemiga",8
"2221","5/3/19","NoChance","16","Windigo","8","Dust2","LOOT.BET Season 1","Windigo",8
"2222","5/3/19","NoChance","16","Windigo","8","Inferno","LOOT.BET Season 1","Windigo",8
"2223","5/3/19","Valiance","16","Spirit","6","Train","ESEA MDL Season 30 Europe","Spirit",10
"2224","5/3/19","Chaos","16","AGO","12","Cache","ESEA MDL Season 30 Europe","Chaos",4
"2225","5/3/19","AVANGAR","19","Winstrike","16","Dust2","LOOT.BET Season 1","AVANGAR",3
"2226","5/3/19","AVANGAR","7","Winstrike","16","Mirage","LOOT.BET Season 1","AVANGAR",9
"2227","5/3/19","Winstrike","12","AVANGAR","16","Train","LOOT.BET Season 1","AVANGAR",4
"2228","4/3/19","AGO","16","Spirit","5","Mirage","ESEA MDL Season 30 Europe","Spirit",11
"2229","4/3/19","Valiance","16","Vitality","12","Cache","ESEA MDL Season 30 Europe","Valiance",4
"2230","4/3/19","Chaos","16","Sprout","10","Cache","ESEA MDL Season 30 Europe","Chaos",6
"2231","4/3/19","x-kom","9","NoChance","16","Cache","LOOT.BET Season 1","x-kom",7
"2232","4/3/19","NoChance","10","x-kom","16","Mirage","LOOT.BET Season 1","x-kom",6
"2233","4/3/19","x-kom","8","NoChance","16","Overpass","LOOT.BET Season 1","x-kom",8
"2234","4/3/19","Epsilon","16","Valiance","9","Train","ESEA MDL Season 30 Europe","Valiance",7
"2235","3/3/19","Valiance","16","Chaos","11","Mirage","ESEA MDL Season 30 Europe","Valiance",5
"2236","3/3/19","ENCE","4","Astralis","16","Inferno","IEM Katowice 2019","ENCE",12
"2237","3/3/19","Astralis","16","ENCE","11","Train","IEM Katowice 2019","Astralis",5
"2238","3/3/19","NoChance","16","Winstrike","11","Overpass","LOOT.BET Season 1","NoChance",5
"2239","3/3/19","Winstrike","17","NoChance","19","Train","LOOT.BET Season 1","NoChance",2
"2240","3/3/19","pro100","2","NoChance","16","Overpass","LOOT.BET Season 1","pro100",14
"2241","3/3/19","pro100","11","NoChance","16","Cache","LOOT.BET Season 1","NoChance",5
"2242","3/3/19","pro100","2","Windigo","16","Overpass","LOOT.BET Season 1","pro100",14
"2243","3/3/19","Windigo","16","pro100","14","Cache","LOOT.BET Season 1","Windigo",2
"2244","2/3/19","MIBR","7","Astralis","16","Inferno","IEM Katowice 2019","MIBR",9
"2245","2/3/19","Astralis","16","MIBR","14","Overpass","IEM Katowice 2019","Astralis",2
"2246","2/3/19","Natus Vincere","14","ENCE","16","Mirage","IEM Katowice 2019","ENCE",2
"2247","2/3/19","ENCE","3","Natus Vincere","16","Dust2","IEM Katowice 2019","ENCE",13
"2248","2/3/19","Natus Vincere","14","ENCE","16","Train","IEM Katowice 2019","ENCE",2
"2249","2/3/19","Chaos","9","Windigo","16","Dust2","LOOT.BET Season 1","Chaos",7
"2250","2/3/19","Chaos","12","Windigo","16","Overpass","LOOT.BET Season 1","Windigo",4
"2251","1/3/19","NiP","14","Astralis","16","Dust2","IEM Katowice 2019","Astralis",2
"2252","1/3/19","Astralis","16","NiP","2","Mirage","IEM Katowice 2019","NiP",14
"2253","1/3/19","Renegades","12","MIBR","16","Train","IEM Katowice 2019","MIBR",4
"2254","1/3/19","MIBR","16","Renegades","6","Dust2","IEM Katowice 2019","Renegades",10
"2255","28/2/19","ENCE","19","Liquid","16","Inferno","IEM Katowice 2019","ENCE",3
"2256","28/2/19","Liquid","11","ENCE","16","Mirage","IEM Katowice 2019","ENCE",5
"2257","28/2/19","Heroic","16","Tricked","5","Nuke","ECS Season 7 Europe Challenger Cup Open Qualifier 4","Tricked",11
"2258","28/2/19","Heroic","16","Tricked","6","Overpass","ECS Season 7 Europe Challenger Cup Open Qualifier 4","Tricked",10
"2259","28/2/19","Heroic","11","Tricked","16","Inferno","ECS Season 7 Europe Challenger Cup Open Qualifier 4","Tricked",5
"2260","28/2/19","Chaos","16","forZe","5","Inferno","ECS Season 7 Europe Challenger Cup Open Qualifier 4","forZe",11
"2261","28/2/19","Chaos","16","forZe","10","Overpass","ECS Season 7 Europe Challenger Cup Open Qualifier 4","Chaos",6
"2262","28/2/19","FaZe","7","Natus Vincere","16","Mirage","IEM Katowice 2019","FaZe",9
"2263","28/2/19","Natus Vincere","16","FaZe","13","Inferno","IEM Katowice 2019","Natus Vincere",3
"2264","27/2/19","Heroic","16","NoChance","13","Inferno","ECS Season 7 Europe Challenger Cup Open Qualifier 4","Heroic",3
"2265","27/2/19","Heroic","10","NoChance","16","Mirage","ECS Season 7 Europe Challenger Cup Open Qualifier 4","NoChance",6
"2266","27/2/19","Heroic","16","NoChance","5","Overpass","ECS Season 7 Europe Challenger Cup Open Qualifier 4","NoChance",11
"2267","27/2/19","AVANGAR","16","pro100","5","Inferno","LOOT.BET Season 1","pro100",11
"2268","27/2/19","pro100","8","AVANGAR","16","Mirage","LOOT.BET Season 1","pro100",8
"2269","27/2/19","Valiance","16","AGO","7","Cache","ESEA MDL Season 30 Europe","AGO",9
"2270","27/2/19","Epsilon","16","Virtus.pro","9","Dust2","ESEA MDL Season 30 Europe","Virtus.pro",7
"2271","27/2/19","AVANGAR","13","Winstrike","16","Cache","LOOT.BET Season 1","Winstrike",3
"2272","27/2/19","AVANGAR","14","Winstrike","16","Dust2","LOOT.BET Season 1","Winstrike",2
"2273","27/2/19","Winstrike","14","AVANGAR","16","Train","LOOT.BET Season 1","AVANGAR",2
"2274","26/2/19","Winstrike","7","Windigo","16","Overpass","LOOT.BET Season 1","Winstrike",9
"2275","26/2/19","Windigo","16","Winstrike","4","Dust2","LOOT.BET Season 1","Winstrike",12
"2276","26/2/19","AGO","2","Sprout","16","Mirage","United Masters League","AGO",14
"2277","26/2/19","AGO","13","Sprout","16","Inferno","United Masters League","Sprout",3
"2278","26/2/19","AGO","16","Sprout","11","Cache","United Masters League","AGO",5
"2279","26/2/19","Virtus.pro","12","Valiance","16","Mirage","ESEA MDL Season 30 Europe","Valiance",4
"2280","26/2/19","Chaos","7","Epsilon","16","Mirage","ESEA MDL Season 30 Europe","Chaos",9
"2281","26/2/19","x-kom","4","Winstrike","16","Overpass","CS.Money Premier by EM","x-kom",12
"2282","26/2/19","x-kom","12","Winstrike","16","Cache","CS.Money Premier by EM","Winstrike",4
"2283","26/2/19","forZe","11","Movistar Riders","16","Overpass","ESEA MDL Season 30 Europe","Movistar Riders",5
"2284","26/2/19","HAVU","16","NoChance","9","Inferno","LOOT.BET Season 1","NoChance",7
"2285","26/2/19","NoChance","12","HAVU","16","Train","LOOT.BET Season 1","HAVU",4
"2286","26/2/19","AVANGAR","16","x-kom","9","Cache","LOOT.BET Season 1","x-kom",7
"2287","26/2/19","x-kom","13","AVANGAR","16","Mirage","LOOT.BET Season 1","AVANGAR",3
"2288","25/2/19","Movistar Riders","8","Spirit","16","Nuke","ESEA MDL Season 30 Europe","Movistar Riders",8
"2289","25/2/19","pro100","10","Winstrike","16","Mirage","LOOT.BET Season 1","Winstrike",6
"2290","25/2/19","pro100","5","Winstrike","16","Dust2","LOOT.BET Season 1","pro100",11
"2291","24/2/19","Cloud9","9","FaZe","16","Dust2","IEM Katowice 2019","Cloud9",7
"2292","24/2/19","FaZe","16","Cloud9","14","Cache","IEM Katowice 2019","FaZe",2
"2293","24/2/19","NiP","16","Vitality","7","Mirage","IEM Katowice 2019","Vitality",9
"2294","24/2/19","Vitality","16","NiP","8","Overpass","IEM Katowice 2019","NiP",8
"2295","24/2/19","NiP","16","Vitality","7","Cache","IEM Katowice 2019","Vitality",9
"2296","24/2/19","Tricked","4","Epsilon","16","Cache","ECS Season 7 Europe Challenger Cup Open Qualifier 3","Tricked",12
"2297","24/2/19","Epsilon","16","Tricked","4","Train","ECS Season 7 Europe Challenger Cup Open Qualifier 3","Tricked",12
"2298","24/2/19","AVANGAR","7","ENCE","16","Train","IEM Katowice 2019","AVANGAR",9
"2299","24/2/19","ENCE","16","AVANGAR","12","Mirage","IEM Katowice 2019","ENCE",4
"2300","23/2/19","HellRaisers","12","Cloud9","16","Cache","IEM Katowice 2019","Cloud9",4
"2301","23/2/19","Cloud9","16","HellRaisers","8","Inferno","IEM Katowice 2019","HellRaisers",8
"2302","23/2/19","FaZe","16","Complexity","14","Dust2","IEM Katowice 2019","FaZe",2
"2303","23/2/19","Complexity","11","FaZe","16","Mirage","IEM Katowice 2019","FaZe",5
"2304","23/2/19","FaZe","8","Complexity","16","Cache","IEM Katowice 2019","FaZe",8
"2305","23/2/19","G2","10","ENCE","16","Mirage","IEM Katowice 2019","ENCE",6
"2306","23/2/19","ENCE","19","G2","17","Dust2","IEM Katowice 2019","ENCE",2
"2307","22/2/19","NiP","14","MIBR","16","Inferno","IEM Katowice 2019","MIBR",2
"2308","22/2/19","MIBR","16","NiP","6","Train","IEM Katowice 2019","NiP",10
"2309","22/2/19","AVANGAR","11","Natus Vincere","16","Train","IEM Katowice 2019","Natus Vincere",5
"2310","22/2/19","Natus Vincere","16","AVANGAR","6","Dust2","IEM Katowice 2019","AVANGAR",10
"2311","22/2/19","Renegades","16","Vitality","12","Inferno","IEM Katowice 2019","Renegades",4
"2312","22/2/19","Vitality","16","Renegades","11","Cache","IEM Katowice 2019","Vitality",5
"2313","22/2/19","Vitality","5","Renegades","16","Dust2","IEM Katowice 2019","Vitality",11
"2314","21/2/19","HAVU","3","Windigo","16","Mirage","LOOT.BET Season 1","HAVU",13
"2315","21/2/19","Windigo","19","HAVU","17","Train","LOOT.BET Season 1","Windigo",2
"2316","21/2/19","HAVU","22","Windigo","19","Dust2","LOOT.BET Season 1","HAVU",3
"2317","21/2/19","Liquid","16","Natus Vincere","9","Dust2","IEM Katowice 2019","Natus Vincere",7
"2318","21/2/19","Liquid","16","Natus Vincere","14","Mirage","IEM Katowice 2019","Liquid",2
"2319","21/2/19","Nemiga","19","Epsilon","15","Overpass","ECS Season 7 Europe Challenger Cup Open Qualifier 2","Nemiga",4
"2320","21/2/19","Nemiga","16","Epsilon","10","Inferno","ECS Season 7 Europe Challenger Cup Open Qualifier 2","Nemiga",6
"2321","21/2/19","NRG","16","Complexity","19","Cache","IEM Katowice 2019","Complexity",3
"2322","21/2/19","Complexity","22","NRG","19","Nuke","IEM Katowice 2019","Complexity",3
"2323","21/2/19","Virtus.pro","10","forZe","16","Dust2","ESEA MDL Season 30 Europe","forZe",6
"2324","21/2/19","Valiance","16","AGO","6","Dust2","United Masters League","AGO",10
"2325","21/2/19","Valiance","25","AGO","21","Cache","United Masters League","Valiance",4
"2326","21/2/19","Sprout","16","Virtus.pro","12","Nuke","ESEA MDL Season 30 Europe","Sprout",4
"2327","21/2/19","Epsilon","16","Movistar Riders","10","Overpass","ESEA MDL Season 30 Europe","Epsilon",6
"2328","21/2/19","Astralis","16","Renegades","2","Inferno","IEM Katowice 2019","Renegades",14
"2329","21/2/19","Renegades","9","Astralis","16","Nuke","IEM Katowice 2019","Renegades",7
"2330","21/2/19","Astralis","17","Renegades","19","Mirage","IEM Katowice 2019","Renegades",2
"2331","21/2/19","ENCE","16","BIG","10","Overpass","IEM Katowice 2019","ENCE",6
"2332","21/2/19","BIG","14","ENCE","16","Train","IEM Katowice 2019","ENCE",2
"2333","21/2/19","ENCE","5","BIG","16","Dust2","IEM Katowice 2019","ENCE",11
"2334","21/2/19","Vitality","16","Cloud9","14","Mirage","IEM Katowice 2019","Vitality",2
"2335","21/2/19","NiP","16","HellRaisers","5","Overpass","IEM Katowice 2019","HellRaisers",11
"2336","21/2/19","FaZe","13","AVANGAR","16","Mirage","IEM Katowice 2019","AVANGAR",3
"2337","21/2/19","MIBR","16","G2","12","Inferno","IEM Katowice 2019","MIBR",4
"2338","20/2/19","Liquid","16","NiP","13","Overpass","IEM Katowice 2019","Liquid",3
"2339","20/2/19","Astralis","16","Cloud9","0","Train","IEM Katowice 2019","Astralis",16
"2340","20/2/19","Natus Vincere","25","Vitality","22","Mirage","IEM Katowice 2019","Natus Vincere",3
"2341","20/2/19","FaZe","14","Renegades","16","Inferno","IEM Katowice 2019","Renegades",2
"2342","20/2/19","AVANGAR","16","NRG","13","Overpass","IEM Katowice 2019","AVANGAR",3
"2343","20/2/19","MIBR","16","Complexity","9","Mirage","IEM Katowice 2019","Complexity",7
"2344","20/2/19","Windigo","16","pro100","7","Mirage","NoxFire League Season 2","pro100",9
"2345","20/2/19","ENCE","12","HellRaisers","16","Dust2","IEM Katowice 2019","HellRaisers",4
"2346","20/2/19","Sprout","1","AGO","16","Cache","ESEA MDL Season 30 Europe","AGO",15
"2347","20/2/19","BIG","13","G2","16","Mirage","IEM Katowice 2019","G2",3
"2348","20/2/19","Sprout","16","Epsilon","5","Train","ESEA MDL Season 30 Europe","Epsilon",11
"2349","20/2/19","Cloud9","16","MIBR","3","Inferno","IEM Katowice 2019","MIBR",13
"2350","20/2/19","Complexity","6","Astralis","16","Nuke","IEM Katowice 2019","Complexity",10
"2351","20/2/19","NiP","16","NRG","14","Nuke","IEM Katowice 2019","NiP",2
"2352","20/2/19","AVANGAR","12","Liquid","16","Overpass","IEM Katowice 2019","Liquid",4
"2353","20/2/19","Natus Vincere","16","G2","7","Inferno","IEM Katowice 2019","G2",9
"2354","20/2/19","HellRaisers","4","FaZe","16","Train","IEM Katowice 2019","HellRaisers",12
"2355","20/2/19","ENCE","13","Renegades","16","Inferno","IEM Katowice 2019","Renegades",3
"2356","20/2/19","BIG","11","Vitality","16","Mirage","IEM Katowice 2019","Vitality",5
"2357","19/2/19","HAVU","16","x-kom","11","Inferno","LOOT.BET Season 1","HAVU",5
"2358","19/2/19","HAVU","16","x-kom","8","Train","LOOT.BET Season 1","x-kom",8
"2359","19/2/19","HAVU","13","x-kom","16","Cache","LOOT.BET Season 1","x-kom",3
"2360","19/2/19","NoChance","16","Chaos","6","Inferno","LOOT.BET Season 1","Chaos",10
"2361","19/2/19","Chaos","16","NoChance","8","Mirage","LOOT.BET Season 1","NoChance",8
"2362","19/2/19","Chaos","9","NoChance","16","Overpass","LOOT.BET Season 1","Chaos",7
"2363","18/2/19","Valiance","16","Tricked","6","Train","United Masters League","Tricked",10
"2364","18/2/19","Tricked","8","Valiance","16","Mirage","United Masters League","Tricked",8
"2365","18/2/19","Valiance","16","Sprout","14","Dust2","United Masters League","Valiance",2
"2366","18/2/19","Sprout","11","Valiance","16","Mirage","United Masters League","Valiance",5
"2367","17/2/19","Winstrike","16","Cloud9","19","Overpass","IEM Katowice 2019 Main Qualifier","Cloud9",3
"2368","17/2/19","Cloud9","16","Winstrike","7","Nuke","IEM Katowice 2019 Main Qualifier","Winstrike",9
"2369","17/2/19","x-kom","16","forZe","13","Nuke","ECS Season 7 Europe Challenger Cup Open Qualifier 1","x-kom",3
"2370","17/2/19","forZe","16","x-kom","4","Train","ECS Season 7 Europe Challenger Cup Open Qualifier 1","x-kom",12
"2371","17/2/19","forZe","11","x-kom","16","Mirage","ECS Season 7 Europe Challenger Cup Open Qualifier 1","x-kom",5
"2372","17/2/19","G2","16","TYLOO","7","Cache","IEM Katowice 2019 Main Qualifier","TYLOO",9
"2373","17/2/19","TYLOO","2","G2","16","Dust2","IEM Katowice 2019 Main Qualifier","TYLOO",14
"2374","17/2/19","G2","12","TYLOO","16","Mirage","IEM Katowice 2019 Main Qualifier","TYLOO",4
"2375","17/2/19","Movistar Riders","16","pro100","9","Inferno","ECS Season 7 Europe Challenger Cup Open Qualifier 1","pro100",7
"2376","17/2/19","pro100","5","Movistar Riders","16","Cache","ECS Season 7 Europe Challenger Cup Open Qualifier 1","pro100",11
"2377","16/2/19","Cloud9","16","FURIA","10","Cache","IEM Katowice 2019 Main Qualifier","Cloud9",6
"2378","16/2/19","Cloud9","16","FURIA","1","Inferno","IEM Katowice 2019 Main Qualifier","Cloud9",15
"2379","16/2/19","FURIA","16","Cloud9","1","Mirage","IEM Katowice 2019 Main Qualifier","FURIA",15
"2380","16/2/19","G2","16","fnatic","5","Overpass","IEM Katowice 2019 Main Qualifier","fnatic",11
"2381","16/2/19","G2","16","fnatic","8","Dust2","IEM Katowice 2019 Main Qualifier","fnatic",8
"2382","16/2/19","G2","8","fnatic","16","Mirage","IEM Katowice 2019 Main Qualifier","G2",8
"2383","15/2/19","ENCE","16","Winstrike","13","Train","IEM Katowice 2019 Main Qualifier","ENCE",3
"2384","15/2/19","Winstrike","16","ENCE","7","Mirage","IEM Katowice 2019 Main Qualifier","ENCE",9
"2385","15/2/19","ENCE","16","Winstrike","11","Dust2","IEM Katowice 2019 Main Qualifier","ENCE",5
"2386","15/2/19","AVANGAR","16","TYLOO","14","Inferno","IEM Katowice 2019 Main Qualifier","AVANGAR",2
"2387","15/2/19","TYLOO","12","AVANGAR","16","Cache","IEM Katowice 2019 Main Qualifier","AVANGAR",4
"2388","15/2/19","Virtus.pro","16","Movistar Riders","13","Cache","ESEA MDL Season 30 Europe","Virtus.pro",3
"2389","14/2/19","forZe","16","Valiance","8","Mirage","ESEA MDL Season 30 Europe","Valiance",8
"2390","14/2/19","Movistar Riders","16","Chaos","12","Mirage","ESEA MDL Season 30 Europe","Movistar Riders",4
"2391","14/2/19","Spirit","14","FURIA","16","Nuke","IEM Katowice 2019 Main Qualifier","FURIA",2
"2392","14/2/19","FURIA","16","Spirit","9","Mirage","IEM Katowice 2019 Main Qualifier","Spirit",7
"2393","14/2/19","NRG","16","TYLOO","13","Mirage","IEM Katowice 2019 Main Qualifier","NRG",3
"2394","14/2/19","TYLOO","14","NRG","16","Inferno","IEM Katowice 2019 Main Qualifier","NRG",2
"2395","14/2/19","forZe","16","pro100","14","Inferno","NoxFire League Season 2","forZe",2
"2396","14/2/19","AGO","16","HAVU","10","Dust2","United Masters League","AGO",6
"2397","14/2/19","HAVU","14","AGO","16","Cache","United Masters League","AGO",2
"2398","14/2/19","ENCE","14","Renegades","16","Mirage","IEM Katowice 2019 Main Qualifier","Renegades",2
"2399","14/2/19","Renegades","16","ENCE","7","Nuke","IEM Katowice 2019 Main Qualifier","ENCE",9
"2400","14/2/19","Winstrike","16","NiP","6","Train","IEM Katowice 2019 Main Qualifier","NiP",10
"2401","14/2/19","G2","10","AVANGAR","16","Overpass","IEM Katowice 2019 Main Qualifier","AVANGAR",6
"2402","13/2/19","Renegades","16","NiP","13","Mirage","IEM Katowice 2019 Main Qualifier","Renegades",3
"2403","13/2/19","TYLOO","16","Cloud9","3","Overpass","IEM Katowice 2019 Main Qualifier","Cloud9",13
"2404","13/2/19","ENCE","16","G2","6","Overpass","IEM Katowice 2019 Main Qualifier","G2",10
"2405","13/2/19","FURIA","14","AVANGAR","16","Mirage","IEM Katowice 2019 Main Qualifier","AVANGAR",2
"2406","13/2/19","Winstrike","16","fnatic","11","Train","IEM Katowice 2019 Main Qualifier","Winstrike",5
"2407","13/2/19","Tricked","14","Valiance","16","Mirage","United Masters League","Valiance",2
"2408","13/2/19","Valiance","16","Tricked","14","Train","United Masters League","Valiance",2
"2409","13/2/19","Winstrike","9","NRG","16","Nuke","IEM Katowice 2019 Main Qualifier","Winstrike",7
